31.0 APEX_CODE,FINER;APEX_PROFILING,INFO;CALLOUT,INFO;DB,FINEST;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:54:28.0 (503435)|USER_INFO|[EXTERNAL]|0052p000008i9TA|n.gonzalez@blackbirdcrew.com.pre|hora estándar de Europa central|GMT+02:00
14:54:28.0 (560243)|EXECUTION_STARTED
14:54:28.0 (566383)|CODE_UNIT_STARTED|[EXTERNAL]|FutureHandler - state load
14:54:28.0 (2088784)|CODE_UNIT_FINISHED|FutureHandler - state load
14:54:28.0 (2104827)|EXECUTION_FINISHED
14:54:28.17 (17673084)|USER_INFO|[EXTERNAL]|0052p000008i9TA|n.gonzalez@blackbirdcrew.com.pre|hora estándar de Europa central|GMT+02:00
14:54:28.17 (17696716)|EXECUTION_STARTED
14:54:28.17 (17701031)|CODE_UNIT_STARTED|[EXTERNAL]|01p57000001HcLI|SyncNav.SincronizarPedidosDeGasFuture(List<String>)
14:54:28.17 (18543514)|HEAP_ALLOCATE|[79]|Bytes:3
14:54:28.17 (18645214)|HEAP_ALLOCATE|[84]|Bytes:152
14:54:28.17 (18669597)|HEAP_ALLOCATE|[399]|Bytes:408
14:54:28.17 (18696944)|HEAP_ALLOCATE|[412]|Bytes:408
14:54:28.17 (18719672)|HEAP_ALLOCATE|[520]|Bytes:48
14:54:28.17 (18753901)|HEAP_ALLOCATE|[139]|Bytes:6
14:54:28.17 (18775131)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:164
14:54:28.17 (18780898)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:46
14:54:28.17 (18785960)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:133
14:54:28.17 (19750344)|METHOD_ENTRY|[8]|01p57000001HcLI|SyncNav.SyncNav()
14:54:28.17 (19769066)|STATEMENT_EXECUTE|[8]
14:54:28.17 (19781564)|STATEMENT_EXECUTE|[8]
14:54:28.17 (19826677)|HEAP_ALLOCATE|[52]|Bytes:5
14:54:28.17 (19865483)|HEAP_ALLOCATE|[58]|Bytes:5
14:54:28.17 (19879052)|HEAP_ALLOCATE|[66]|Bytes:7
14:54:28.17 (20498474)|SYSTEM_MODE_ENTER|false
14:54:28.17 (20518758)|HEAP_ALLOCATE|[12]|Bytes:5
14:54:28.17 (20526557)|STATEMENT_EXECUTE|[12]
14:54:28.17 (20550137)|HEAP_ALLOCATE|[12]|Bytes:4
14:54:28.17 (20604827)|SYSTEM_MODE_EXIT|false
14:54:28.17 (20617467)|METHOD_EXIT|[8]|SyncNav
14:54:28.17 (20654790)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:54:28.17 (20672109)|SYSTEM_MODE_ENTER|false
14:54:28.17 (20677646)|HEAP_ALLOCATE|[743]|Bytes:5
14:54:28.17 (20681808)|STATEMENT_EXECUTE|[742]
14:54:28.17 (20684200)|STATEMENT_EXECUTE|[743]
14:54:28.17 (20709905)|METHOD_ENTRY|[743]|01p57000001HcLI|SyncNav.SincronizarPedidosDeGas(List<String>)
14:54:28.17 (20766481)|HEAP_ALLOCATE|[749]|Bytes:5
14:54:28.17 (20771154)|STATEMENT_EXECUTE|[748]
