31.0 APEX_CODE,FINER;APEX_PROFILING,INFO;CALLOUT,INFO;DB,FINEST;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:48:49.0 (502033)|USER_INFO|[EXTERNAL]|0052p000008i9TA|n.gonzalez@blackbirdcrew.com.pre|hora estándar de Europa central|GMT+02:00
14:48:49.0 (547757)|EXECUTION_STARTED
14:48:49.0 (552245)|CODE_UNIT_STARTED|[EXTERNAL]|FutureHandler - state load
14:48:49.0 (2318319)|CODE_UNIT_FINISHED|FutureHandler - state load
14:48:49.0 (2333267)|EXECUTION_FINISHED
14:48:49.21 (21502370)|USER_INFO|[EXTERNAL]|0052p000008i9TA|n.gonzalez@blackbirdcrew.com.pre|hora estándar de Europa central|GMT+02:00
14:48:49.21 (21530787)|EXECUTION_STARTED
14:48:49.21 (21535189)|CODE_UNIT_STARTED|[EXTERNAL]|01p57000001HcLI|SyncNav.SincronizarLecturasContadorFuture(List<String>)
14:48:49.21 (22344143)|HEAP_ALLOCATE|[79]|Bytes:3
14:48:49.21 (22417686)|HEAP_ALLOCATE|[84]|Bytes:152
14:48:49.21 (22435938)|HEAP_ALLOCATE|[399]|Bytes:408
14:48:49.21 (22459788)|HEAP_ALLOCATE|[412]|Bytes:408
14:48:49.21 (22478204)|HEAP_ALLOCATE|[520]|Bytes:48
14:48:49.21 (22506122)|HEAP_ALLOCATE|[139]|Bytes:6
14:48:49.21 (22524964)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:164
14:48:49.21 (22533416)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:46
14:48:49.21 (22538705)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:133
14:48:49.21 (428805781)|METHOD_ENTRY|[8]|01p57000001HcLI|SyncNav.SyncNav()
14:48:49.21 (428830854)|STATEMENT_EXECUTE|[8]
14:48:49.21 (428848758)|STATEMENT_EXECUTE|[8]
14:48:49.21 (428909365)|HEAP_ALLOCATE|[52]|Bytes:5
14:48:49.21 (428958067)|HEAP_ALLOCATE|[58]|Bytes:5
14:48:49.21 (428973161)|HEAP_ALLOCATE|[66]|Bytes:7
14:48:49.21 (429850362)|SYSTEM_MODE_ENTER|false
14:48:49.21 (429885020)|HEAP_ALLOCATE|[12]|Bytes:5
14:48:49.21 (429896267)|STATEMENT_EXECUTE|[12]
14:48:49.21 (429927917)|HEAP_ALLOCATE|[12]|Bytes:4
14:48:49.21 (429995605)|SYSTEM_MODE_EXIT|false
14:48:49.21 (430014401)|METHOD_EXIT|[8]|SyncNav
14:48:49.21 (430065977)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:48:49.21 (430099409)|SYSTEM_MODE_ENTER|false
14:48:49.21 (430106895)|HEAP_ALLOCATE|[794]|Bytes:5
14:48:49.21 (430112969)|STATEMENT_EXECUTE|[793]
14:48:49.21 (430115725)|STATEMENT_EXECUTE|[794]
14:48:49.21 (430147551)|METHOD_ENTRY|[794]|01p57000001HcLI|SyncNav.SincronizarLecturasContador(List<String>)
14:48:49.21 (430212935)|HEAP_ALLOCATE|[800]|Bytes:5
14:48:49.21 (430218699)|STATEMENT_EXECUTE|[799]
14:48:49.21 (430221351)|STATEMENT_EXECUTE|[800]
14:48:49.21 (430330250)|HEAP_ALLOCATE|[800]|Bytes:4
14:48:49.21 (430432569)|HEAP_ALLOCATE|[800]|Bytes:157
14:48:49.21 (430452421)|HEAP_ALLOCATE|[800]|Bytes:4
14:48:49.21 (430461398)|HEAP_ALLOCATE|[800]|Bytes:7
14:48:49.21 (431569574)|SOQL_EXECUTE_BEGIN|[800]|Aggregations:0|SELECT Id, Direccion_de_entrega__r.Id_navision__c, Direccion_de_entrega__r.cuenta__r.Id_navision__c, Lectura__c FROM Lectura_contador__c WHERE Id IN :tmpVar1
14:48:50.202 (1202235617)|SOQL_EXECUTE_EXPLAIN|[800]|No explain plan is available
14:48:50.202 (1202259511)|SOQL_EXECUTE_END|[800]|Rows:1
14:48:50.202 (1202298389)|HEAP_ALLOCATE|[800]|Bytes:8
14:48:50.202 (1202377539)|HEAP_ALLOCATE|[800]|Bytes:297
14:48:50.202 (1202448275)|HEAP_ALLOCATE|[800]|Bytes:8
14:48:50.202 (1202518774)|HEAP_ALLOCATE|[800]|Bytes:20
14:48:50.202 (1202527904)|HEAP_ALLOCATE|[800]|Bytes:20
14:48:50.202 (1202533179)|HEAP_ALLOCATE|[800]|Bytes:4
14:48:50.202 (1202550974)|STATEMENT_EXECUTE|[804]
14:48:50.202 (1202570629)|STATEMENT_EXECUTE|[805]
14:48:50.202 (1202695704)|HEAP_ALLOCATE|[805]|Bytes:70
14:48:50.202 (1202707950)|HEAP_ALLOCATE|[805]|Bytes:91
14:48:50.202 (1202714682)|HEAP_ALLOCATE|[805]|Bytes:215
14:48:50.202 (1202778538)|METHOD_ENTRY|[8]|01p57000001HcLU|XmlUtil.XmlUtil()
14:48:50.202 (1202789703)|STATEMENT_EXECUTE|[8]
14:48:50.202 (1202798240)|STATEMENT_EXECUTE|[8]
14:48:50.202 (1202801494)|STATEMENT_EXECUTE|[11]
14:48:50.202 (1202806946)|HEAP_ALLOCATE|[11]|Bytes:42
14:48:50.202 (1202821222)|STATEMENT_EXECUTE|[12]
14:48:50.202 (1202824929)|HEAP_ALLOCATE|[12]|Bytes:42
14:48:50.202 (1202831462)|STATEMENT_EXECUTE|[13]
14:48:50.202 (1202835220)|HEAP_ALLOCATE|[13]|Bytes:42
14:48:50.202 (1202841361)|STATEMENT_EXECUTE|[14]
14:48:50.202 (1202844568)|HEAP_ALLOCATE|[14]|Bytes:42
14:48:50.202 (1202850967)|STATEMENT_EXECUTE|[15]
14:48:50.202 (1202855773)|STATEMENT_EXECUTE|[18]
14:48:50.202 (1202858801)|HEAP_ALLOCATE|[18]|Bytes:29
14:48:50.202 (1202865333)|STATEMENT_EXECUTE|[19]
14:48:50.202 (1202868313)|HEAP_ALLOCATE|[19]|Bytes:26
14:48:50.202 (1202875068)|STATEMENT_EXECUTE|[20]
14:48:50.202 (1202878079)|HEAP_ALLOCATE|[20]|Bytes:21
14:48:50.202 (1202884971)|STATEMENT_EXECUTE|[21]
14:48:50.202 (1202888313)|HEAP_ALLOCATE|[21]|Bytes:23
14:48:50.202 (1202894562)|STATEMENT_EXECUTE|[24]
14:48:50.202 (1202897780)|HEAP_ALLOCATE|[24]|Bytes:28
